"id","timePoint","studyGroup","treatment_now","carryover_ig","z_habit","z_intention","z_attitude","z_injnorm","z_descnorm","z_pbc","z_auto_mot","z_planning","z_selfcontrol","trt","carry","habit_latent","intention_latent","attitude_latent","injnorm_latent","descnorm_latent","pbc_latent","auto_mot_latent","planning_latent","selfcontrol_latent","zimo_discat_latent","zimo_enjoy_latent","zimo_risk_latent","age","gender","prior_app","income","age_c","female","male","income_low","income_med","income_high","age_25_50","pa_driver","pa_demo_effect","steps_day","weeklyMET_minutes","pa_prop","pa_vig_days","pa_mod_days","pa_light_days","vig_mu","mod_mu","light_mu","pa_vig_minutes","pa_mod_minutes","pa_light_minutes","habit_1","habit_2","habit_3","habit_4","intention_1","intention_2","intention_3","attitude_1","attitude_2","attitude_3","attitude_4","attitude_5","norm_inj_1","norm_inj_2","norm_inj_3","norm_desc_1","norm_desc_2","norm_desc_3","pbc_1","pbc_2","pbc_3","pbc_4","autonomous_mot_1","autonomous_mot_2","autonomous_mot_3","autonomous_mot_4","controlled_mot_1","controlled_mot_2","controlled_mot_3","controlled_mot_4","action_planning_1","action_planning_2","action_planning_3","action_planning_4","self_control_1","self_control_2","self_control_3","motivational_comp_1","motivational_comp_2","motivational_comp_3","motivational_comp_4","bmzi_fitness","bmzi_health","bmzi_body","bmzi_social","bmzi_competition","bmzi_distraction","bmzi_aesthetics","zimo_discat5","zimo_enjoy1","zimo_enjoy2","zimo_enjoy3","zimo_risk1","zimo_risk2","zimo_risk3","app_use_prob","app_use_yesno","app_use_days","tam_usefulness_1","tam_usefulness_2","tam_usefulness_3","tam_ease_1","tam_ease_2","tam_ease_3","tam_enjoyment_1","tam_enjoyment_2","tam_enjoyment_3","tam_trust_1","tam_trust_2","tam_trust_3","tam_future_use_1","tam_future_use_2","tam_future_use_3"
113,"T1","CG",FALSE,FALSE,-1.5138729129153,-1.15854438454919,-0.0404905934434746,-0.345398630289568,-1.46669663932805,-0.430979780176,-1.06638435461152,-1.92314656227601,-0.102077755137728,0,0,0.863706201867214,3.94959741032837,5.32202075278058,3.69180550353163,2.40044948287086,4.76468961939662,2.47692781056557,1.25555958758418,3.47153086489351,3.18033941169936,3.68219271356651,0.914957227380144,43,1,0,1,1.75,1,0,1,0,0,1,-0.835224867086173,-79,0,680,-2.26130022462364,0,1,4,3.16478735676319,3.67055534191365,3.92680566811569,NA,40,65,2,1,1,1,4,4,4,6,6,6,5,5,4,3,2,4,4,3,4,6,5,5,1,3,2,2,NA,1,2,3,2,1,1,1,2,2,4,3,3,2,2,4,4,3,4,2,4,5,3,3,3,3,1,1,1,0.645656306225795,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,"T1","CG",FALSE,FALSE,0.549400291807205,1.82112028733496,1.79480431106056,2.02642293007173,1.54697338322951,0.873675422886497,-0.973073248289531,0.256298649346748,0.531527489493614,0,0,3.16107513742449,6.16016614321259,7.4065408893842,6.94618623353443,5.52605353789213,5.60846327495002,3.43440282981106,2.76888343421031,3.38109354540248,3.04431091796986,3.95435467998659,2.42657226443826,41,1,1,2,-0.25,1,0,0,1,0,1,0.521563376055952,117,5359.07188449743,2384,1.39135651499235,4,5,6,3.47102664031874,3.91958504217756,4.02192860822022,32,44,40,2,3,4,3,7,6,5,7,7,7,7,7,7,7,7,6,6,5,6,5,6,4,2,3,4,3,1,2,2,1,4,2,3,2,4,4,4,2,3,3,3,3,5,4,4,1,NA,NA,2,5,4,4,2,2,2,0.721115178022863,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115,"T1","CG",FALSE,FALSE,1.41463820787771,-1.67550306622655,0.526715798954486,0.668417027855143,1.35777639552094,0.354706943150067,1.16324329703936,0.00158819303250324,-1.2862863187056,0,0,2.37863490114693,3.14972170848939,5.27653952654617,4.66689969804304,5.8643095868939,4.69086712379375,4.5517779845968,1.79372104623136,2.81877370514991,4.77627683376149,3.65770177751874,0.205717281381648,65,1,0,1,23.75,1,0,1,0,0,0,-0.318079213932829,-35,7525.81447244359,606,-0.922236751297327,1,0,3,3.33080097256446,3.53633081971662,4.04977148921167,36,NA,53,2,2,2,3,NA,3,4,5,6,5,5,5,6,4,5,7,6,6,4,4,5,4,4,4,4,4,NA,2,2,1,2,1,2,2,3,4,3,4,3,4,3,4,5,2,4,2,1,3,5,4,4,5,NA,1,1,0.53742984534375,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116,"T1","IG",FALSE,FALSE,0.137202799077399,-0.82048475338466,0.135861680505451,-0.0636925043594302,0.578312370207163,-0.47604961291046,-1.44332382094031,0.547755468224376,-0.638070967019461,0,0,3.16976814793888,4.52281503778561,6.34826631788606,4.07762805967579,5.49151633928709,4.66620414738911,3.65236728218186,2.36464043159999,2.66374770973422,3.33246495739656,3.23563873729043,1.2004272360184,41,1,0,1,-0.25,1,0,1,0,0,1,0.0311675815336452,-103,2828.78217684942,1000,-0.127207549030284,1,2,4,3.4076529925178,3.72269166012703,3.99831339656412,30,58,37,4,3,4,4,5,4,5,6,NA,7,7,6,5,5,4,5,6,5,5,5,5,4,3,4,4,3,2,1,2,2,2,2,3,2,2,3,2,2,3,4,3,4,5,4,2,3,3,4,3,2,NA,3,2,1,1,0.645656306225795,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117,"T1","CG",FALSE,FALSE,0.0779577182415648,0.185921246272888,-0.826644937019165,-0.67635601774932,-0.78997735973559,1.30648721167409,0.576461802406732,-0.212262017712469,1.45231238008663,0,0,2.60790867238142,5.18835449601546,4.82567241369394,3.27417453526519,2.5710653996914,6.13590801809217,4.39768609305611,2.03441228765739,4.72069086391202,3.89401126739529,5.09373320782226,2.83992816034346,49,0,1,3,7.75,0,1,0,0,1,1,0.418816504554919,613,4773.60213629863,3608,1.11648033938838,5,6,6,3.57257104777771,3.78000012239922,3.9869678263728,29,54,96,3,2,3,4,6,6,6,4,4,4,5,4,6,3,3,4,1,NA,NA,6,6,6,4,4,4,4,2,2,2,3,2,2,2,2,4,4,5,3,3,4,3,5,3,4,2,2,3,3,3,5,4,5,3,3,2,0.52497918747894,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118,"T1","IG",FALSE,FALSE,0.0682736645656155,0.812152437167534,0.817750892897479,-0.727281067350094,0.972035485971957,1.81462375507726,-0.180560922490643,-1.26198146979653,0.103019190254344,0,0,2.388800150599,5.88880249861399,6.81253398353087,4.45649544669847,5.56683129736704,6.82493245807787,3.65948338942205,0.88654953577544,3.41151901261723,3.63916861555258,3.28368739328836,2.98484456322761,25,1,0,2,-16.25,1,0,0,1,0,1,0.522931854903031,-255,2824.61439987976,920,-0.243838347035411,0,2,4,3.3318268511906,3.83696503177012,3.99873110121316,NA,57,58,3,3,3,3,5,7,4,7,7,6,6,7,4,5,5,7,6,5,6,7,7,7,3,4,3,4,2,2,3,2,1,1,1,1,3,3,3,3,3,3,4,NA,4,3,1,2,2,3,3,3,3,3,4,3,3,0.645656306225795,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119,"T1","CG",FALSE,FALSE,0.390192860373479,0.701348383954751,-0.49274250195536,0.042565418902413,-0.190141940996694,0.9917159880015,-0.588234065596411,0.921175494456587,-0.793214212176825,0,0,2.73819056918443,5.60058695196262,5.05753700696975,6.05610036275158,4.12684294452663,5.49866061935864,3.41702725072167,2.30998578020473,2.64955686759077,3.64188711166815,4.3068475537205,3.59812581597569,46,0,0,2,4.75,0,1,0,1,0,1,0.271720528062737,317,4707.22174461148,936,-0.672896912180884,1,0,5,3.46498073507238,3.74544034445712,3.88676738172041,37,NA,64,2,3,3,3,5,NA,6,5,5,6,6,6,5,6,5,4,4,5,5,NA,6,5,4,3,3,3,1,2,1,2,2,2,2,2,3,3,2,3,3,3,3,5,5,2,3,3,5,1,4,5,4,4,3,4,5,0.51249739648421,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,"T1","IG",FALSE,FALSE,-0.689448466312037,-0.246719039051022,-0.264447311585632,-1.12863632662074,-0.10729366282454,0.641265610233105,-1.23935779270682,-0.114711266996727,-0.92454231840896,0,0,1.80972946294277,4.79144141730984,4.85799566979016,3.21592332324904,3.94539979440023,4.35300289753581,3.29186264927835,2.63706120436728,3.03102318415596,2.46651955899227,3.01890615723687,1.98941175094501,26,1,0,3,-15.25,1,0,0,0,1,1,-0.358961057681387,-163,461.747517881104,1958,0.0954009596962951,3,4,5,3.34478810028994,3.74621930353555,3.97692070328418,25,63,35,1,2,2,1,4,4,5,NA,5,4,6,6,3,4,4,5,4,5,5,5,4,4,3,2,3,4,1,NA,2,2,3,3,2,NA,3,4,3,2,3,3,2,4,4,4,2,2,4,1,2,4,4,3,2,3,2,0.574442516811659,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121,"T1","IG",FALSE,FALSE,-1.75752337674289,-0.397618501974166,0.216599658611532,-0.875308067701554,0.769920741111219,-1.11189818278876,-1.27684023550044,-0.763609915437849,0.884614476495398,0,0,1.22837656181249,5.01840892835163,5.15212095303341,2.46979402200759,4.64656235213191,3.92983459165041,2.71655823379359,1.42112852609012,4.16098656823259,3.53289208359702,4.87160430393874,2.37825125971421,50,0,0,1,8.75,0,1,1,0,0,1,-0.619773256654869,325,0,770,-1.14497151180674,1,2,3,3.32191109315212,3.69368991826265,3.83969881203476,12,49,47,1,2,1,NA,6,5,5,5,4,6,6,NA,NA,2,4,4,6,5,4,3,3,4,3,3,2,3,1,2,1,1,1,2,1,2,4,4,4,4,NA,3,3,4,NA,3,3,3,3,3,4,5,5,5,2,3,1,0.51249739648421,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122,"T1","CG",FALSE,FALSE,-0.0253226340433768,0.0730567920919245,-0.878011641752073,-0.573898616657259,-0.992085006671912,-0.271347389801883,0.616707846040405,-1.78288437901193,-0.0200054114265097,0,0,1.60840271320647,5.65097077548809,3.81130034480178,3.2604680531721,2.39614267232487,4.64415301565032,4.73431676148288,1.12142858669392,3.5989614134505,3.18797403684715,3.14109462049664,2.43673476356214,36,1,1,2,-5.25,1,0,0,1,0,1,0.0628680672271496,57,2200.91500369479,1104,0.425545237113596,0,4,4,3.3245384554241,3.88181926640733,4.09381916046014,NA,46,46,2,2,1,2,4,5,5,NA,5,3,3,5,3,2,3,1,4,3,3,4,5,4,3,4,NA,4,1,NA,0,3,1,1,1,1,4,4,4,3,NA,3,3,4,4,NA,3,2,4,3,3,5,3,3,NA,3,2,0.721115178022863,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123,"T1","CG",FALSE,FALSE,-1.8704118126493,-0.783891498135751,-2.05588886140866,-1.1695386895735,-1.0619778749989,-1.28083763864318,-2.00036349443267,-0.943770555873706,-1.53281702362689,0,0,0.280779823492791,4.20064276918699,3.13845122976556,2.78852900728946,2.6935137893371,3.29846901296574,2.899111555881,1.7437164035284,2.482561517219,3.25749604542387,2.41478590377114,1.95427220691861,42,1,1,1,0.75,1,0,1,0,0,1,-1.11659237002556,89,0,140,-2.04509272932451,0,1,0,3.17963428502721,3.76570752172177,3.99075380834126,NA,35,NA,1,1,1,1,4,4,4,2,2,3,4,2,2,3,3,1,2,3,4,4,4,2,3,3,2,NA,2,2,1,2,2,2,1,3,3,3,3,3,3,2,2,5,5,2,2,3,4,5,4,2,3,2,1,1,2,0.721115178022863,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124,"T1","IG",FALSE,FALSE,-0.257427228823389,-1.35996287564796,-0.876759116216508,-0.938443089320192,-0.461271479727876,-0.191571912531558,-0.506910763323684,-1.13948182167635,-0.463438576438633,0,0,4.36779504372142,3.06542705440843,NA,3.26145897823668,3.10285032287809,3.82284250931247,3.47747210137259,1.30501729708616,3.23709752027882,2.82989221713362,3.87898631260179,1.91767800328915,40,1,0,2,-1.25,1,0,0,1,0,1,-0.171140295668234,-75,3358.21316754814,2868,0.906586651839626,3,6,6,3.51383008787077,3.58439604508241,3.98799208971673,41,57,43,3,5,5,5,3,2,3,4,5,4,3,3,3,3,NA,2,2,3,4,5,4,5,4,3,3,4,1,2,1,1,2,1,1,1,NA,4,NA,4,3,3,3,5,4,5,NA,1,5,3,2,4,5,4,1,3,2,0.645656306225795,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125,"T1","CG",FALSE,FALSE,0.69851195551741,0.437744666418132,-0.721443025108001,-1.16429154979208,-0.0505321131576529,-0.912828204173864,0.940555799452264,-1.23034596244432,0.365253891190872,0,0,1.82931177328296,6.56368818286086,4.50782007092221,2.24221835371667,4.06761526608232,3.81239061377935,4.86497941682349,1.29965288937306,3.63870614806086,1.86338176849119,NA,0.999542874534635,40,0,0,3,-1.25,0,1,0,0,1,1,0.191576634097216,325,6202.08804299656,1256,-0.327651975325033,2,2,5,3.44712161589594,3.82557561533872,3.97756010005177,22,48,52,2,2,1,2,6,6,7,4,5,5,5,5,2,2,3,NA,5,3,NA,4,NA,2,4,4,4,4,1,1,1,1,2,1,1,1,4,4,4,4,3,3,3,4,4,4,3,3,3,5,2,2,4,4,1,NA,1,0.437823499114202,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126,"T1","IG",FALSE,FALSE,0.939690305831204,0.439832657770731,1.00804231396442,-0.273350197068162,0.159451277558486,-0.488116266897492,1.4574818775086,-0.934424441197552,1.76353435733344,0,0,3.3155769196706,6.11709801532157,6.37453962347186,4.14866941240484,4.40722344622979,3.91813936769122,4.73121533390952,0.683049053755909,4.50630740803363,3.40447198003193,3.87038961824406,2.11072032837771,42,1,0,2,0.75,1,0,0,1,0,1,0.457840262518178,-51,5282.64608127829,1560,0.332066395451037,3,2,4,3.42119441132715,3.85485164108143,4.05972826050055,30,48,57,4,4,3,5,6,NA,5,5,7,6,5,6,NA,4,3,5,NA,4,3,3,5,4,4,4,4,4,1,0,1,3,1,1,1,1,5,4,4,3,3,NA,4,5,5,2,4,3,3,NA,3,3,4,4,3,2,2,0.645656306225795,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127,"T1","CG",FALSE,FALSE,-1.19330435706194,-3.28420289177775,-2.30266928513535,-2.10639796942749,-1.53514774908282,-2.31441887383261,-1.4379455145523,0.739763803829566,-1.55952468381006,0,0,-0.377472465756027,0.504077663751834,2.89120145935284,2.01041717584189,3.52399709409852,1.92395373504271,1.9378845560985,2.79697306077438,2.23377393595426,2.6117243697236,3.0414713181583,0.697353540989144,37,0,0,1,-4.25,0,1,1,0,0,1,-2.49016701927598,169,0,96,-3.13593756132645,0,1,0,3.14327045341117,3.16291923496918,3.78463574556731,NA,24,NA,1,1,1,NA,1,1,1,3,3,4,2,3,1,1,1,2,3,3,2,1,1,3,2,2,1,NA,0,2,3,0,3,3,3,3,2,3,3,1,2,3,NA,5,4,4,4,2,3,5,3,3,3,4,1,1,1,0.51249739648421,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
128,"T1","CG",FALSE,FALSE,-0.956121250914823,0.25550056503589,-1.33264816449194,0.0866847510895447,-0.625214225309122,-0.42727739367626,-0.291572710047063,-0.0922888424157016,-0.453315246516664,0,0,1.34565208185719,5.42993116754559,3.61392327011091,4.1126452906684,2.98556808257722,4.77442518636625,3.62057932911877,2.54358758521234,2.69757093019395,2.41191305520589,4.22314719680941,0.602531180585885,45,0,0,1,3.75,0,1,1,0,0,1,-0.205760870509564,265,1512.77423838901,364,-1.17314589399008,0,1,2,3.33378756447351,3.73054603477992,3.90003984779878,NA,41,50,1,1,2,1,5,6,5,4,3,3,2,4,4,3,4,2,2,3,4,5,5,5,2,4,4,4,2,1,2,2,2,3,3,2,2,2,3,NA,3,3,3,4,4,2,2,2,3,5,3,4,4,4,NA,1,1,0.51249739648421,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
129,"T1","CG",FALSE,FALSE,-0.229113043300114,0.739676713651764,1.65915897995222,0.637098288472438,0.660195573001187,-0.0859652124928362,-0.755120661821333,0.161250996955531,1.16557200721473,0,0,2.75835152751325,4.90382226683832,7.12524005576921,5.21358589270126,4.60085187807407,5.14474273955655,3.04147542874361,2.21743571366702,4.26983376754985,NA,3.90816374479463,2.9744730321411,18,0,0,3,-23.25,0,1,0,0,1,0,0.000519966481037859,-159,2566.62516833607,2378,0.590045075535613,4,5,5,3.52732368309442,3.63158688344578,3.86180765152372,34,34,61,3,3,NA,4,6,5,5,7,7,NA,7,7,6,NA,4,4,4,5,6,6,5,NA,3,4,4,4,2,3,1,2,2,3,2,2,3,3,5,3,2,3,3,4,4,4,1,1,3,3,3,3,4,4,3,3,3,0.331812227831834,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
130,"T1","CG",FALSE,FALSE,0.177428368467398,-0.696113244568971,0.055771459221914,-1.09765586225634,-0.145904951825397,1.09265861070061,-0.24301985115244,0.0676969502314337,-0.64031545272954,0,0,0.169312428661473,3.18891270181206,4.85173649686922,1.77210686945897,3.73334675238763,6.18541685797692,3.97204370021947,2.29930581901607,2.5050073281008,2.10757770655929,4.05601722944326,3.01875640411033,18,1,1,1,-23.25,1,0,1,0,0,0,-0.682820215783345,-419,2615.76973930889,688,-1.52653890804157,1,2,3,3.16645602977458,3.62392466207906,4.05229155636456,21,29,48,1,1,1,1,2,4,3,4,4,4,4,5,2,2,2,3,4,5,7,6,7,NA,4,3,3,3,2,1,0,1,2,2,2,2,2,3,2,3,4,3,3,5,4,2,1,3,2,2,2,5,5,4,3,3,2,0.622459331201855,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
131,"T1","IG",FALSE,FALSE,0.260374303312259,-0.187603491884213,0.0398554903962833,0.859002589171091,1.3673669026402,-0.218407115657564,-1.39751420209537,0.764900342611161,1.58701922545687,0,0,1.8443082724104,4.28368103856595,4.78159509646596,5.28143625218526,5.56170670331362,4.40724379786294,3.03245613378309,2.38029075962742,4.4416275975303,2.52473152085687,3.12188785489312,1.65164301835318,58,1,1,2,16.75,1,0,0,1,0,0,-0.494014207734218,101,3919.58695775745,1534,0.535302187287028,4,4,3,3.34822518047996,3.72566318194826,3.9986110242942,25,35,29,2,2,2,2,3,4,4,4,4,6,5,5,6,5,4,5,5,7,3,4,3,4,3,3,2,3,2,3,2,1,3,3,3,2,5,4,4,2,3,4,3,5,4,3,2,1,4,4,2,4,4,3,1,2,1,0.622459331201855,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
132,"T1","IG",FALSE,FALSE,0.00178965952731415,-0.319302517601989,0.688957222952776,0.763621942812668,1.12730602120666,1.37681552605654,-1.27138043409696,-1.37377386321488,0.893806030052358,0,0,4.1402763941509,4.63671151573019,5.7975448699956,5.53731114581967,5.6204855566153,6.35669057128415,2.51979832148781,1.59240966766684,3.96579028919553,1.48369292992039,2.73908165561728,2.28300439227312,24,1,0,3,-17.25,1,0,0,0,1,0,0.41469836925407,-407,2549.63246571748,2330,0.626550188461,4,5,7,3.55346862213835,3.68369742047875,3.92950555269336,30,30,55,3,4,4,4,5,6,5,6,6,6,6,7,6,5,7,6,NA,6,7,6,6,7,NA,2,3,4,2,2,1,1,2,2,NA,2,4,4,4,2,3,3,2,4,4,3,3,NA,3,4,1,3,2,3,4,1,3,0.46257015465625,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
133,"T1","CG",FALSE,FALSE,0.853565744182114,1.52681132251171,1.94247349536006,1.72041462301513,-0.767622805504506,0.210688314619048,-0.328516708444881,0.041176057049723,-1.55622017921478,0,0,2.26694679420318,6.49344497024404,6.84452117449688,5.97744382597652,4.42871415270074,4.87286364047966,3.02654263925998,2.41694980073201,2.51508420857709,2.39554244031852,3.61351975474516,2.8918833960488,33,0,0,3,-8.25,0,1,0,0,1,1,0.178232330168745,241,6488.79244261453,1884,0.676915836806466,2,5,4,3.48570411557132,3.81994321301891,3.86080220152455,41,43,46,2,3,2,2,7,5,6,7,7,7,NA,6,6,NA,6,5,5,4,4,NA,5,4,2,NA,2,3,1,2,2,2,NA,2,2,3,2,3,3,3,4,3,4,5,5,3,1,2,4,4,3,5,4,3,3,4,3,0.437823499114202,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
134,"T1","IG",FALSE,FALSE,1.23380869192366,-0.615564458326036,0.828561440454588,0.450806191347176,-0.0328759599337929,-0.562991681600012,-1.25436480158472,-0.362364949943894,0.109695598304343,0,0,2.06250751003266,4.99813147316476,6.2201566979786,4.35269599304803,4.06963996015048,3.73933493311177,2.99588507433026,1.59942795608026,2.92814503374827,3.51159665533785,NA,3.36183777868616,18,0,1,1,-23.25,0,1,1,0,0,0,-0.407281939725495,-99,5020.95322280517,1012,-1.44871773466369,1,2,3,3.46786557461547,3.7164588161511,3.90005844019843,28,46,70,3,1,3,3,6,6,5,7,6,6,5,7,5,5,3,4,4,4,4,4,4,5,4,3,2,2,1,3,1,3,1,1,2,2,NA,3,3,3,4,3,4,5,4,3,1,1,3,4,4,1,1,NA,4,3,4,0.48750260351579,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
135,"T1","IG",FALSE,FALSE,0.493464916657415,-0.384800000954475,0.695013660243985,-0.959629708319958,1.33757237411164,-0.834819637484639,-0.624221638244083,-0.467937319348152,-1.58502132470735,0,0,3.01536736014563,5.78891337616671,6.73075535346939,2.8988593129808,5.44256879951138,3.6716324753094,3.00722650062357,1.89719897962991,2.47831153555496,3.65266894096274,4.07714237155957,1.58017023186,63,1,0,2,21.75,1,0,0,1,0,0,-0.00810977505573615,-19,4879.36021844334,2068,0.327113479571275,2,4,5,3.39311087046522,3.78460333670208,3.9597007402045,50,48,50,4,3,3,3,5,7,5,7,7,6,6,7,2,3,2,6,5,6,3,4,4,3,3,3,3,4,3,1,1,1,3,2,2,2,NA,3,3,3,2,3,3,5,5,4,2,1,NA,5,4,5,5,4,3,1,1,0.53742984534375,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
136,"T1","CG",FALSE,FALSE,2.24777096242423,0.13269313989857,1.33898778788055,-0.501678083172152,-0.128217579042776,0.621972712375543,1.31451998796251,1.21904053090418,-1.29805594971203,0,0,3.70707016071248,5.70475458818957,6.59323969146079,4.67225927443161,3.82389497400319,5.59005614519098,4.86201999005139,2.86095929241006,2.55120332344358,4.81019004939115,4.4523703389915,1.23047107755306,34,1,0,1,-7.25,1,0,1,0,0,1,0.781406950823754,-187,9311.30212076347,2050,0.76397806586322,4,4,5,3.45667094806997,3.82230853838403,4.06692449023895,24,47,53,4,4,4,4,7,6,5,6,7,6,6,6,NA,NA,6,3,4,4,6,6,6,6,4,4,4,4,3,2,1,2,3,3,2,2,3,3,2,4,3,NA,3,4,4,4,3,2,2,3,5,5,5,5,1,1,1,0.645656306225795,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
137,"T1","CG",FALSE,FALSE,3.10401078090857,0.803694911505876,0.811168716677175,1.45258502019339,1.64188594332967,2.7677961069001,3.7149241959449,2.47713953677713,1.15190730907008,0,0,6.54938094645527,6.72066644260367,6.30520574629398,5.7275558402856,6.81408850940898,7.93394700178248,6.76138959351655,4.28144764406716,4.03831841714454,4.67686380800904,3.94963581333571,2.35894088939846,47,1,0,3,5.75,1,0,0,0,1,1,2.42684755303629,89,11420.6098745876,5268,3.14148121817131,7,7,6,3.73135888627838,3.90065474742304,4.16597213681345,41,80,61,5,5,5,5,7,7,6,7,6,6,6,7,5,6,5,6,5,7,7,7,7,NA,4,4,4,4,2,2,2,2,4,4,4,4,3,5,NA,4,3,5,4,4,5,2,3,2,4,5,5,4,4,3,3,3,4,0.574442516811659,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
138,"T1","CG",FALSE,FALSE,0.407844674316566,0.102967423467044,-0.26182595475628,-0.217639397174154,-0.239410527181534,0.62791736731089,0.452398718687229,0.318448324348313,0.0969172308946192,0,0,3.49168865054342,5.64017661024239,4.49910180487081,3.87005134450512,3.55269323928096,5.57066463398282,3.83138880033295,2.08630965141452,3.37650146456301,1.99325381612683,4.27117235127788,3.51016825039135,38,1,0,1,-3.25,1,0,1,0,0,1,0.545645936138977,-139,3961.62087757467,1260,0.270096960591318,1,5,4,3.43730931207608,3.81711459160832,4.00876903066837,35,33,40,4,4,4,3,5,5,6,5,4,4,5,5,3,6,2,2,2,5,6,4,6,NA,4,4,NA,4,NA,2,3,1,2,2,2,2,3,4,3,4,2,3,2,5,4,4,1,1,3,4,2,4,4,3,5,3,4,0.645656306225795,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
139,"T1","CG",FALSE,FALSE,-1.13613751180222,-0.168720020893587,0.81553601566968,-0.240325317841124,1.18534650243897,0.423723228066178,-0.419721053469582,-0.787269673673291,0.0190804284082435,0,0,1.69364508789648,5.453649191774,6.49261010539237,3.11545444803015,4.64469848770305,6.43620694105748,3.1405000181792,1.60752267057755,2.96440671397291,2.9157245000272,3.80493524644603,2.3079914894935,42,1,0,3,0.75,1,0,0,0,1,1,0.103455496119713,29,697.91114703229,768,-0.68602351566396,1,1,2,3.33316232239254,3.8019590697588,3.96780047191161,29,83,51,2,1,2,2,5,6,6,7,6,6,NA,NA,NA,2,4,4,3,5,6,6,6,6,2,4,2,3,3,3,2,2,2,1,1,2,3,3,4,2,NA,NA,3,5,4,3,2,3,3,3,3,4,5,5,2,2,2,0.574442516811659,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
140,"T1","CG",FALSE,FALSE,-0.0736984182608801,-0.480939472860513,-0.565629918938878,0.166338830200012,-0.801629975186304,-0.928564034752084,-0.622163765630972,-0.0635285156905428,1.04473558924086,0,0,0.753607360464052,5.89993496269226,4.54791969513585,4.99039432216389,2.88864075111103,2.73675761670656,3.63516002048175,2.34113057011775,3.56925135537162,1.8665160846995,3.12275106377894,2.74827846529578,45,1,0,1,3.75,1,0,1,0,0,1,-0.60781688420737,-55,3359.40816998239,396,-1.34563609049789,0,1,3,3.15157598458072,3.83784470368278,3.99730263490254,NA,39,40,1,NA,1,1,6,7,7,4,4,5,4,3,5,5,6,3,3,3,3,3,1,3,NA,3,3,3,1,1,2,2,3,2,3,3,4,3,3,3,3,2,3,5,4,NA,4,3,NA,5,2,3,3,4,4,2,2,0.645656306225795,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
