pseudoID;submitdate;lastpage;startlanguage;seed;startdate;datestamp;refurl;timePoint;Einv;studyGroup;AppName;Bew1;Bew2;Bew3;Bew4;Bew5;Bew6;STG;Habit[Habit1];Habit[Habit2];Habit[Habit3];Habit[Habit4];Intention1[Int1];Intention2[Int2];Intention3[Int3];Att1[Att1];Att2[Att2];Att3[Att3];Att4[Att4];Att5[Att5];Norm1[Norm1];Norm2[Norm2];Norm3[Norm3];ACheck1[ACheck1];Norm4[Norm4];Norm5[Norm5];Norm6[Norm6];Control1[Con1];Control2[Con2];Control3[Con3];Control4[Con4];KIM[IntVer1];KIM[IntVer2];KIM[IntVer3];KIM[wKomp1];KIM[wKomp2];KIM[wKomp3];KIM[wWahl1];KIM[wWahl2];KIM[wWahl3];KIM[DrAn1];KIM[DrAn2];KIM[DrAn3];KIM[ACheck2];ZiMo[discat1];ZiMo[discat2];ZiMo[discat3];ZiMo[discat4];ZiMo[discat5];ZiMo[enjoy1];ZiMo[enjoy2];ZiMo[enjoy3];ZiMo[fit1];ZiMo[fit2];ZiMo[fit3];ZiMo[heal1];ZiMo[heal2];ZiMo[heal3];ZiMo[comper1];ZiMo[comper2];ZiMo[comper3];ZiMo[aes1];ZiMo[aes2];ZiMo[con1];ZiMo[con2];ZiMo[con3];ZiMo[con4];ZiMo[con5];ZiMo[figapp1];ZiMo[figapp2];ZiMo[figapp3];ZiMo[risk1];ZiMo[risk2];ZiMo[risk3];ZiMo[ACheck3];MotivComp[MotivComp1];MotivComp[MotivComp2];MotivComp[MotivComp3];MotivComp[MotivComp4];VolSelf[VolSelf1];VolSelf[VolSelf2];VolSelf[VolSelf3];ActionPlan[ActionPlan1];ActionPlan[ActionPlan2];ActionPlan[ActionPlan3];ActionPlan[ActionPlan4];Geb;Ges;Ges[other];Ethn[Eu];Ethn[Eucomment];Ethn[As];Ethn[Ascomment];Ethn[Am];Ethn[Amcomment];Ethn[Af];Ethn[Afcomment];Ethn[AuNe];Ethn[AuNecomment];Ethn[LaAa];Ethn[LaAacomment];Ethn[Noe];Ethn[Noecomment];Ethn[In];Ethn[Incomment];Ethn[other];Ethn[othercomment];Wohn;Wohn[other];Edu;Prof;Prof[other];Einko;Einko[other];Branche;AlltagAbl[AufWa];AlltagAbl[StaProf]; ;AlltagAbl[BettZeit];AlltagAbl[PausDau];AlltagAbl[FreiDau];PhoneSystem[other];AppUseGeneral;QualAppGeneral;AppUseStudy;AppUseDays;TransferAppDetail;TAM[WA1];TAM[WA2];TAM[WA3];TAM[WN1];TAM[WN2];TAM[WN3];TAM[WN4];TAM[WB1];TAM[WB2];TAM[WB3];TAM[WB4];TAM[WF1];TAM[WF2];TAM[WF3];TAM[WF4];TAM[WV1];TAM[WV2];TAM[WV3];TAM[WV4];TAM[NI1];TAM[NI2];TAM[NI3];TAM[NI4];QualPos;QualNeg;otherAppUse;QualOthApp;SystemLink;eMailValidIG;eMailValidKG;interviewtime;groupTime19488;groupTime19449;groupTime19489;groupTime19452;groupTime19451;groupTime19453;groupTime19454;groupTime19455;groupTime19456;groupTime19458;groupTime19461;groupTime19862;groupTime19863;groupTime19864;groupTime19450;groupTime19487;groupTime19486;groupTime19491;groupTime19462
G5G79OR7;19.03.2026 14:55;17;de;916352;19.03.2026 14:37;19.03.2026 14:55;;T2;Ja;24;;0 Tage;;1 Tag;24;4 Tage;37;Ja, und ich bin seit mehr als 6 Monaten regelmässig körperlich aktiv.;2;1;1;3;7;7;;5;7;6;5;7;4;4;5;;5;;4;7;6;7;7;4 - stimmt völlig;4 - stimmt völlig;4 - stimmt völlig;3 - stimmt ziemlich;3 - stimmt ziemlich;4 - stimmt völlig;3 - stimmt ziemlich;2 - stimmt teils-teils;3 - stimmt ziemlich;3 - stimmt ziemlich;4 - stimmt völlig;2 - stimmt teils-teils;;5;5;5;5;5;3;2;3;;;;5;5;5;4;4;4;5;4;4;5;5;5;5;4;4;5;5;4;3;;;5;5;5;4;4;4;;4;3;3;2001;Weiblich;;Ja;;;;;;;;;;;;;;;;;;Schweiz;;Bachelor;Angestellt;;2000-3000 CHF;;Bergbau in der Mine;06:30:00;07:45:00;16:00:00;23:30;28;291;;Nein;;Nein;;;;;;;;;;;;;;;;;;;;;;;;;;;;Nein;;SYS-005277;;Ja;1093;;;;;;;;;;;;;;;;;;;
875AUD9K;19.03.2026 14:55;17;de;916352;19.03.2026 14:37;19.03.2026 14:55;;T2;Ja;24;;0 Tage;;1 Tag;24;4 Tage;37;Ja, und ich bin seit mehr als 6 Monaten regelmässig körperlich aktiv.;2;1;1;3;7;7;;5;7;6;5;7;4;4;5;;5;;4;7;6;7;7;4 - stimmt völlig;4 - stimmt völlig;4 - stimmt völlig;3 - stimmt ziemlich;3 - stimmt ziemlich;4 - stimmt völlig;3 - stimmt ziemlich;2 - stimmt teils-teils;3 - stimmt ziemlich;3 - stimmt ziemlich;4 - stimmt völlig;2 - stimmt teils-teils;;5;5;5;5;5;3;2;3;;;;5;5;5;4;4;4;5;4;4;5;5;5;5;4;4;5;5;4;3;;;5;5;5;4;4;4;;4;3;3;2001;Weiblich;;Ja;;;;;;;;;;;;;;;;;;Schweiz;;Bachelor;Angestellt;;2000-3000 CHF;;Bergbau in der Mine;06:30:00;07:45:00;16:00:00;23:30;28;291;;Nein;;Nein;;;;;;;;;;;;;;;;;;;;;;;;;;;;Nein;;SYS-005277;;Ja;1093;;;;;;;;;;;;;;;;;;;
9TR74QGE;19.03.2026 14:55;17;de;916352;19.03.2026 14:37;19.03.2026 14:55;;T2;Ja;24;;0 Tage;;1 Tag;24;4 Tage;37;Ja, und ich bin seit mehr als 6 Monaten regelmässig körperlich aktiv.;2;1;1;3;7;7;;5;7;6;5;7;4;4;5;;5;;4;7;6;7;7;4 - stimmt völlig;4 - stimmt völlig;4 - stimmt völlig;3 - stimmt ziemlich;3 - stimmt ziemlich;4 - stimmt völlig;3 - stimmt ziemlich;2 - stimmt teils-teils;3 - stimmt ziemlich;3 - stimmt ziemlich;4 - stimmt völlig;2 - stimmt teils-teils;;5;5;5;5;5;3;2;3;;;;5;5;5;4;4;4;5;4;4;5;5;5;5;4;4;5;5;4;3;;;5;5;5;4;4;4;;4;3;3;2001;Weiblich;;Ja;;;;;;;;;;;;;;;;;;Schweiz;;Bachelor;Angestellt;;2000-3000 CHF;;Bergbau in der Mine;06:30:00;07:45:00;16:00:00;23:30;28;291;;Nein;;Nein;;;;;;;;;;;;;;;;;;;;;;;;;;;;Nein;;SYS-005277;;Ja;1093;;;;;;;;;;;;;;;;;;;
G5G79OR7;19.03.2026 18:22;18;de;586332;19.03.2026 17:57;19.03.2026 18:22;;T3;Ja;24;;0 Tage;;2 Tage;24;5 Tage;37;Ja, und ich bin seit mehr als 6 Monaten regelmässig körperlich aktiv.;3;4;3;4;7;7;7;5;6;6;4;5;4;5;5;;3;3;4;7;7;7;6;2 - stimmt teils-teils;3 - stimmt ziemlich;3 - stimmt ziemlich;3 - stimmt ziemlich;3 - stimmt ziemlich;2 - stimmt teils-teils;2 - stimmt teils-teils;3 - stimmt ziemlich;3 - stimmt ziemlich;1 - stimmt wenig;2 - stimmt teils-teils;0 - stimmt gar nicht;;4;4;3;5;4;3;3;4;;;;4;4;4;4;4;3;5;5;4;5;5;5;5;5;5;5;3;3;3;;5;;3;4;3;4;3;4;3;3;3;2001;Weiblich;;;;;;;;;;;;;;;;Ja;;;;Deutschland;;Bachelor;Angestellt;;< 2000 CHF;;Büro;07:45:00;08:15:00;19:00:00;23:30;81;206;;Nein;;Nein;;;5;5;5;4;5;;;6;5;4;4;5;4;4;4;5;5;5;5;4;5;4;4;;;Nein;;SYS-005477;;Ja;1514;;;;;;;;;;;;;;;;;;;
875AUD9K;19.03.2026 18:22;18;de;586332;19.03.2026 17:57;19.03.2026 18:22;;T3;Ja;24;;0 Tage;;2 Tage;24;5 Tage;37;Ja, und ich bin seit mehr als 6 Monaten regelmässig körperlich aktiv.;3;4;3;4;7;7;7;5;6;6;4;5;4;5;5;;3;3;4;7;7;7;6;2 - stimmt teils-teils;3 - stimmt ziemlich;3 - stimmt ziemlich;3 - stimmt ziemlich;3 - stimmt ziemlich;2 - stimmt teils-teils;2 - stimmt teils-teils;3 - stimmt ziemlich;3 - stimmt ziemlich;1 - stimmt wenig;2 - stimmt teils-teils;0 - stimmt gar nicht;;4;4;3;5;4;3;3;4;;;;4;4;4;4;4;3;5;5;4;5;5;5;5;5;5;5;3;3;3;;5;;3;4;3;4;3;4;3;3;3;2001;Weiblich;;;;;;;;;;;;;;;;Ja;;;;Deutschland;;Bachelor;Angestellt;;< 2000 CHF;;Büro;07:45:00;08:15:00;19:00:00;23:30;81;206;;Nein;;Nein;;;5;5;5;4;5;;;6;5;4;4;5;4;4;4;5;5;5;5;4;5;4;4;;;Nein;;SYS-005477;;Ja;1514;;;;;;;;;;;;;;;;;;;
9TR74QGE;19.03.2026 18:22;18;de;586332;19.03.2026 17:57;19.03.2026 18:22;;T3;Ja;24;;0 Tage;;2 Tage;24;5 Tage;37;Ja, und ich bin seit mehr als 6 Monaten regelmässig körperlich aktiv.;3;4;3;4;7;7;7;5;6;6;4;5;4;5;5;;3;3;4;7;7;7;6;2 - stimmt teils-teils;3 - stimmt ziemlich;3 - stimmt ziemlich;3 - stimmt ziemlich;3 - stimmt ziemlich;2 - stimmt teils-teils;2 - stimmt teils-teils;3 - stimmt ziemlich;3 - stimmt ziemlich;1 - stimmt wenig;2 - stimmt teils-teils;0 - stimmt gar nicht;;4;4;3;5;4;3;3;4;;;;4;4;4;4;4;3;5;5;4;5;5;5;5;5;5;5;3;3;3;;5;;3;4;3;4;3;4;3;3;3;2001;Weiblich;;;;;;;;;;;;;;;;Ja;;;;Deutschland;;Bachelor;Angestellt;;< 2000 CHF;;Büro;07:45:00;08:15:00;19:00:00;23:30;81;206;;Nein;;Nein;;;5;5;5;4;5;;;6;5;4;4;5;4;4;4;5;5;5;5;4;5;4;4;;;Nein;;SYS-005477;;Ja;1514;;;;;;;;;;;;;;;;;;;
FQJG02U1;19.03.2026 11:40;17;de;915673;19.03.2026 11:18;19.03.2026 11:40;;T1;Ja;91;;0 Tage;;1 Tag;29;5 Tage;36;Ja, aber ich bin noch nicht seit mehr als 6 Monaten regelmässig körperlich aktiv.;1;1;1;1;2;;;4;4;3;3;4;3;3;1;;3;3;3;3;3;4;2;2 - stimmt teils-teils;2 - stimmt teils-teils;3 - stimmt ziemlich;;2 - stimmt teils-teils;3 - stimmt ziemlich;2 - stimmt teils-teils;2 - stimmt teils-teils;2 - stimmt teils-teils;1 - stimmt wenig;1 - stimmt wenig;2 - stimmt teils-teils;;4;3;5;4;3;3;2;3;;;;5;5;5;;;;4;4;3;3;2;3;4;3;4;4;1;1;1;;3;;4;4;1;;1;1;1;1;1;1985;Weiblich;;;;Ja;;;;;;;;;;;;;;;;Schweiz;;Matura;Angestellt;;4000-4500 CHF;;Gesundheit;05:00:00;10:30:00;19:15:00;22:15;19;343;;Nein;;Nein;;;;;;;;;;;;;;;;;;;;;;;;;;;;Nein;;SYS-005078;Ja;;1362;;;;;;;;;;;;;;;;;;;
G463SDYG;19.03.2026 11:40;17;de;915673;19.03.2026 11:18;19.03.2026 11:40;;T1;Ja;91;;0 Tage;;1 Tag;29;5 Tage;36;Ja, aber ich bin noch nicht seit mehr als 6 Monaten regelmässig körperlich aktiv.;1;1;1;1;2;;;4;4;3;3;4;3;3;1;;3;3;3;3;3;4;2;2 - stimmt teils-teils;2 - stimmt teils-teils;3 - stimmt ziemlich;;2 - stimmt teils-teils;3 - stimmt ziemlich;2 - stimmt teils-teils;2 - stimmt teils-teils;2 - stimmt teils-teils;1 - stimmt wenig;1 - stimmt wenig;2 - stimmt teils-teils;;4;3;5;4;3;3;2;3;;;;5;5;5;;;;4;4;3;3;2;3;4;3;4;4;1;1;1;;3;;4;4;1;;1;1;1;1;1;1985;Weiblich;;;;Ja;;;;;;;;;;;;;;;;Schweiz;;Matura;Angestellt;;4000-4500 CHF;;Gesundheit;05:00:00;10:30:00;19:15:00;22:15;19;343;;Nein;;Nein;;;;;;;;;;;;;;;;;;;;;;;;;;;;Nein;;SYS-005078;Ja;;1362;;;;;;;;;;;;;;;;;;;
FLIJI18K;19.03.2026 11:40;17;de;915673;19.03.2026 11:18;19.03.2026 11:40;;T1;Ja;91;;0 Tage;;1 Tag;29;5 Tage;36;Ja, aber ich bin noch nicht seit mehr als 6 Monaten regelmässig körperlich aktiv.;1;1;1;1;2;;;4;4;3;3;4;3;3;1;;3;3;3;3;3;4;2;2 - stimmt teils-teils;2 - stimmt teils-teils;3 - stimmt ziemlich;;2 - stimmt teils-teils;3 - stimmt ziemlich;2 - stimmt teils-teils;2 - stimmt teils-teils;2 - stimmt teils-teils;1 - stimmt wenig;1 - stimmt wenig;2 - stimmt teils-teils;;4;3;5;4;3;3;2;3;;;;5;5;5;;;;4;4;3;3;2;3;4;3;4;4;1;1;1;;3;;4;4;1;;1;1;1;1;1;1985;Weiblich;;;;Ja;;;;;;;;;;;;;;;;Schweiz;;Matura;Angestellt;;4000-4500 CHF;;Gesundheit;05:00:00;10:30:00;19:15:00;22:15;19;343;;Nein;;Nein;;;;;;;;;;;;;;;;;;;;;;;;;;;;Nein;;SYS-005078;Ja;;1362;;;;;;;;;;;;;;;;;;;
FQJG02U1;19.03.2026 14:59;12;de;890438;19.03.2026 14:38;19.03.2026 14:59;;T2;Ja;91;Studien KI-App;0 Tage;;1 Tag;36;4 Tage;39;Ja, aber ich bin noch nicht seit mehr als 6 Monaten regelmässig körperlich aktiv.;1;1;;1;3;2;3;4;2;3;5;3;3;2;2;;3;3;3;;2;3;3;2 - stimmt teils-teils;2 - stimmt teils-teils;2 - stimmt teils-teils;3 - stimmt ziemlich;3 - stimmt ziemlich;2 - stimmt teils-teils;3 - stimmt ziemlich;3 - stimmt ziemlich;2 - stimmt teils-teils;1 - stimmt wenig;1 - stimmt wenig;1 - stimmt wenig;;4;4;4;4;3;3;4;2;5;3;4;4;3;5;2;2;3;4;3;3;3;3;3;3;3;4;3;1;1;1;;4;4;3;4;2;1;2;1;1;2;1;1985;Weiblich;;Ja;;;;;;;;;;;;;;;;;;Deutschland;;Obligatorische Schule;Angestellt;;3000-4000 CHF;;Detailhandel;07:30:00;07:45:00;18:30:00;24:30;84;175;;Nein;;Ja;7;Selten;6;5;5;5;6;4;4;6;4;5;4;6;5;3;3;5;5;5;5;4;6;6;5;Motivierend;Zu viele Nachrichten;Nein;;SYS-005278;Ja;;1261;;;;;;;;;;;;;;;;;;;
G463SDYG;19.03.2026 14:59;12;de;890438;19.03.2026 14:38;19.03.2026 14:59;;T2;Ja;91;Studien KI-App;0 Tage;;1 Tag;36;4 Tage;39;Ja, aber ich bin noch nicht seit mehr als 6 Monaten regelmässig körperlich aktiv.;1;1;;1;3;2;3;4;2;3;5;3;3;2;2;;3;3;3;;2;3;3;2 - stimmt teils-teils;2 - stimmt teils-teils;2 - stimmt teils-teils;3 - stimmt ziemlich;3 - stimmt ziemlich;2 - stimmt teils-teils;3 - stimmt ziemlich;3 - stimmt ziemlich;2 - stimmt teils-teils;1 - stimmt wenig;1 - stimmt wenig;1 - stimmt wenig;;4;4;4;4;3;3;4;2;5;3;4;4;3;5;2;2;3;4;3;3;3;3;3;3;3;4;3;1;1;1;;4;4;3;4;2;1;2;1;1;2;1;1985;Weiblich;;Ja;;;;;;;;;;;;;;;;;;Deutschland;;Obligatorische Schule;Angestellt;;3000-4000 CHF;;Detailhandel;07:30:00;07:45:00;18:30:00;24:30;84;175;;Nein;;Ja;7;Selten;6;5;5;5;6;4;4;6;4;5;4;6;5;3;3;5;5;5;5;4;6;6;5;Motivierend;Zu viele Nachrichten;Nein;;SYS-005278;Ja;;1261;;;;;;;;;;;;;;;;;;;
FLIJI18K;19.03.2026 14:59;12;de;890438;19.03.2026 14:38;19.03.2026 14:59;;T2;Ja;91;Studien KI-App;0 Tage;;1 Tag;36;4 Tage;39;Ja, aber ich bin noch nicht seit mehr als 6 Monaten regelmässig körperlich aktiv.;1;1;;1;3;2;3;4;2;3;5;3;3;2;2;;3;3;3;;2;3;3;2 - stimmt teils-teils;2 - stimmt teils-teils;2 - stimmt teils-teils;3 - stimmt ziemlich;3 - stimmt ziemlich;2 - stimmt teils-teils;3 - stimmt ziemlich;3 - stimmt ziemlich;2 - stimmt teils-teils;1 - stimmt wenig;1 - stimmt wenig;1 - stimmt wenig;;4;4;4;4;3;3;4;2;5;3;4;4;3;5;2;2;3;4;3;3;3;3;3;3;3;4;3;1;1;1;;4;4;3;4;2;1;2;1;1;2;1;1985;Weiblich;;Ja;;;;;;;;;;;;;;;;;;Deutschland;;Obligatorische Schule;Angestellt;;3000-4000 CHF;;Detailhandel;07:30:00;07:45:00;18:30:00;24:30;84;175;;Nein;;Ja;7;Selten;6;5;5;5;6;4;4;6;4;5;4;6;5;3;3;5;5;5;5;4;6;6;5;Motivierend;Zu viele Nachrichten;Nein;;SYS-005278;Ja;;1261;;;;;;;;;;;;;;;;;;;
FQJG02U1;19.03.2026 18:07;13;de;272043;19.03.2026 17:58;19.03.2026 18:07;;T3;Ja;91;;;;;;;;Nein, und ich plane auch nicht, in den nächsten 6 Monaten regelmässig körperlich aktiv zu werden.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;3;2;3;;;;;;;;;;;;;;;;;;;;2;4;3;;;;;;;;;;;;;1985;Weiblich;;Ja;;;;;;;;;;;;;;;;;;Schweiz;;Matura;Angestellt;;4000-4500 CHF;;Gesundheit;05:30:00;08:30:00;16:00:00;22:45;90;230;;Nein;;Nein;;;;;;;;;;;;;;;;;;;;;;;;;;;;Nein;;SYS-005478;Ja;;581;;;;;;;;;;;;;;;;;;;
G463SDYG;19.03.2026 18:07;13;de;272043;19.03.2026 17:58;19.03.2026 18:07;;T3;Ja;91;;;;;;;;Nein, und ich plane auch nicht, in den nächsten 6 Monaten regelmässig körperlich aktiv zu werden.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;3;2;3;;;;;;;;;;;;;;;;;;;;2;4;3;;;;;;;;;;;;;1985;Weiblich;;Ja;;;;;;;;;;;;;;;;;;Schweiz;;Matura;Angestellt;;4000-4500 CHF;;Gesundheit;05:30:00;08:30:00;16:00:00;22:45;90;230;;Nein;;Nein;;;;;;;;;;;;;;;;;;;;;;;;;;;;Nein;;SYS-005478;Ja;;581;;;;;;;;;;;;;;;;;;;
FLIJI18K;19.03.2026 18:07;13;de;272043;19.03.2026 17:58;19.03.2026 18:07;;T3;Ja;91;;;;;;;;Nein, und ich plane auch nicht, in den nächsten 6 Monaten regelmässig körperlich aktiv zu werden.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;3;2;3;;;;;;;;;;;;;;;;;;;;2;4;3;;;;;;;;;;;;;1985;Weiblich;;Ja;;;;;;;;;;;;;;;;;;Schweiz;;Matura;Angestellt;;4000-4500 CHF;;Gesundheit;05:30:00;08:30:00;16:00:00;22:45;90;230;;Nein;;Nein;;;;;;;;;;;;;;;;;;;;;;;;;;;;Nein;;SYS-005478;Ja;;581;;;;;;;;;;;;;;;;;;;
0AXYCELO;19.03.2026 11:33;17;de;700276;19.03.2026 11:19;19.03.2026 11:33;;T1;Ja;24;;0 Tage;;0 Tage;;0 Tage;;Nein, aber ich plane in den nächsten 6 Monaten regelmässig körperlich aktiv zu werden.;3;3;;3;5;6;4;6;5;;6;6;5;5;3;;2;3;2;;5;5;5;3 - stimmt ziemlich;3 - stimmt ziemlich;2 - stimmt teils-teils;3 - stimmt ziemlich;2 - stimmt teils-teils;3 - stimmt ziemlich;3 - stimmt ziemlich;2 - stimmt teils-teils;3 - stimmt ziemlich;2 - stimmt teils-teils;1 - stimmt wenig;2 - stimmt teils-teils;;5;5;4;5;2;3;4;3;4;4;4;;;;;;;5;5;;;;;;5;5;5;1;1;1;;4;4;;4;3;;3;2;2;3;3;1996;Weiblich;;Ja;;;;;;;;;;;;;;;;;;Schweiz;;Berufsausbildung;Angestellt;;2000-3000 CHF;;Bergbau in der Mine;07:15:00;09:00:00;19:45:00;22:45;47;264;;Nein;;Nein;;;;;;;;;;;;;;;;;;;;;;;;;;;;Nein;;SYS-005079;;Ja;895;;;;;;;;;;;;;;;;;;;
S6ZLE6KW;19.03.2026 11:33;17;de;700276;19.03.2026 11:19;19.03.2026 11:33;;T1;Ja;24;;0 Tage;;0 Tage;;0 Tage;;Nein, aber ich plane in den nächsten 6 Monaten regelmässig körperlich aktiv zu werden.;3;3;;3;5;6;4;6;5;;6;6;5;5;3;;2;3;2;;5;5;5;3 - stimmt ziemlich;3 - stimmt ziemlich;2 - stimmt teils-teils;3 - stimmt ziemlich;2 - stimmt teils-teils;3 - stimmt ziemlich;3 - stimmt ziemlich;2 - stimmt teils-teils;3 - stimmt ziemlich;2 - stimmt teils-teils;1 - stimmt wenig;2 - stimmt teils-teils;;5;5;4;5;2;3;4;3;4;4;4;;;;;;;5;5;;;;;;5;5;5;1;1;1;;4;4;;4;3;;3;2;2;3;3;1996;Weiblich;;Ja;;;;;;;;;;;;;;;;;;Schweiz;;Berufsausbildung;Angestellt;;2000-3000 CHF;;Bergbau in der Mine;07:15:00;09:00:00;19:45:00;22:45;47;264;;Nein;;Nein;;;;;;;;;;;;;;;;;;;;;;;;;;;;Nein;;SYS-005079;;Ja;895;;;;;;;;;;;;;;;;;;;
HEF0VOTQ;19.03.2026 11:33;17;de;700276;19.03.2026 11:19;19.03.2026 11:33;;T1;Ja;24;;0 Tage;;0 Tage;;0 Tage;;Nein, aber ich plane in den nächsten 6 Monaten regelmässig körperlich aktiv zu werden.;3;3;;3;5;6;4;6;5;;6;6;5;5;3;;2;3;2;;5;5;5;3 - stimmt ziemlich;3 - stimmt ziemlich;2 - stimmt teils-teils;3 - stimmt ziemlich;2 - stimmt teils-teils;3 - stimmt ziemlich;3 - stimmt ziemlich;2 - stimmt teils-teils;3 - stimmt ziemlich;2 - stimmt teils-teils;1 - stimmt wenig;2 - stimmt teils-teils;;5;5;4;5;2;3;4;3;4;4;4;;;;;;;5;5;;;;;;5;5;5;1;1;1;;4;4;;4;3;;3;2;2;3;3;1996;Weiblich;;Ja;;;;;;;;;;;;;;;;;;Schweiz;;Berufsausbildung;Angestellt;;2000-3000 CHF;;Bergbau in der Mine;07:15:00;09:00:00;19:45:00;22:45;47;264;;Nein;;Nein;;;;;;;;;;;;;;;;;;;;;;;;;;;;Nein;;SYS-005079;;Ja;895;;;;;;;;;;;;;;;;;;;
0AXYCELO;19.03.2026 15:06;13;de;540201;19.03.2026 14:39;19.03.2026 15:06;;T2;Ja;24;;0 Tage;;0 Tage;;1 Tag;33;Nein, aber ich plane in den nächsten 6 Monaten regelmässig körperlich aktiv zu werden.;3;3;2;3;6;5;4;5;5;6;4;5;5;2;3;;2;2;2;5;5;5;5;3 - stimmt ziemlich;3 - stimmt ziemlich;3 - stimmt ziemlich;3 - stimmt ziemlich;2 - stimmt teils-teils;4 - stimmt völlig;2 - stimmt teils-teils;2 - stimmt teils-teils;3 - stimmt ziemlich;1 - stimmt wenig;1 - stimmt wenig;2 - stimmt teils-teils;;3;4;5;3;2;2;3;2;4;4;3;3;3;3;2;2;3;4;5;5;5;5;5;5;4;5;5;3;3;2;;4;4;4;4;3;2;2;2;2;2;2;1996;Weiblich;;Ja;;;;;;;;;;;;;;;;;;Schweiz;;Master;Studierend;;< 2000 CHF;;Gesundheit;07:00:00;07:30:00;17:15:00;24:30;38;336;;Nein;;Nein;;;;;;;;;;;;;;;;;;;;;;;;;;;;Nein;;SYS-005279;;Ja;1642;;;;;;;;;;;;;;;;;;;
S6ZLE6KW;19.03.2026 15:06;13;de;540201;19.03.2026 14:39;19.03.2026 15:06;;T2;Ja;24;;0 Tage;;0 Tage;;1 Tag;33;Nein, aber ich plane in den nächsten 6 Monaten regelmässig körperlich aktiv zu werden.;3;3;2;3;6;5;4;5;5;6;4;5;5;2;3;;2;2;2;5;5;5;5;3 - stimmt ziemlich;3 - stimmt ziemlich;3 - stimmt ziemlich;3 - stimmt ziemlich;2 - stimmt teils-teils;4 - stimmt völlig;2 - stimmt teils-teils;2 - stimmt teils-teils;3 - stimmt ziemlich;1 - stimmt wenig;1 - stimmt wenig;2 - stimmt teils-teils;;3;4;5;3;2;2;3;2;4;4;3;3;3;3;2;2;3;4;5;5;5;5;5;5;4;5;5;3;3;2;;4;4;4;4;3;2;2;2;2;2;2;1996;Weiblich;;Ja;;;;;;;;;;;;;;;;;;Schweiz;;Master;Studierend;;< 2000 CHF;;Gesundheit;07:00:00;07:30:00;17:15:00;24:30;38;336;;Nein;;Nein;;;;;;;;;;;;;;;;;;;;;;;;;;;;Nein;;SYS-005279;;Ja;1642;;;;;;;;;;;;;;;;;;;
HEF0VOTQ;19.03.2026 15:06;13;de;540201;19.03.2026 14:39;19.03.2026 15:06;;T2;Ja;24;;0 Tage;;0 Tage;;1 Tag;33;Nein, aber ich plane in den nächsten 6 Monaten regelmässig körperlich aktiv zu werden.;3;3;2;3;6;5;4;5;5;6;4;5;5;2;3;;2;2;2;5;5;5;5;3 - stimmt ziemlich;3 - stimmt ziemlich;3 - stimmt ziemlich;3 - stimmt ziemlich;2 - stimmt teils-teils;4 - stimmt völlig;2 - stimmt teils-teils;2 - stimmt teils-teils;3 - stimmt ziemlich;1 - stimmt wenig;1 - stimmt wenig;2 - stimmt teils-teils;;3;4;5;3;2;2;3;2;4;4;3;3;3;3;2;2;3;4;5;5;5;5;5;5;4;5;5;3;3;2;;4;4;4;4;3;2;2;2;2;2;2;1996;Weiblich;;Ja;;;;;;;;;;;;;;;;;;Schweiz;;Master;Studierend;;< 2000 CHF;;Gesundheit;07:00:00;07:30:00;17:15:00;24:30;38;336;;Nein;;Nein;;;;;;;;;;;;;;;;;;;;;;;;;;;;Nein;;SYS-005279;;Ja;1642;;;;;;;;;;;;;;;;;;;
0AXYCELO;19.03.2026 18:05;17;de;503368;19.03.2026 17:59;19.03.2026 18:05;;T3;Ja;24;Studien KI-App;0 Tage;;0 Tage;;1 Tag;33;Nein, und ich plane auch nicht, in den nächsten 6 Monaten regelmässig körperlich aktiv zu werden.;3;4;4;4;3;5;4;7;6;5;5;7;4;4;;;3;4;2;6;5;5;6;3 - stimmt ziemlich;3 - stimmt ziemlich;2 - stimmt teils-teils;3 - stimmt ziemlich;3 - stimmt ziemlich;4 - stimmt völlig;3 - stimmt ziemlich;3 - stimmt ziemlich;3 - stimmt ziemlich;2 - stimmt teils-teils;;2 - stimmt teils-teils;;5;4;5;5;2;5;4;4;4;4;5;4;5;4;2;2;2;5;5;4;5;3;5;4;5;5;5;2;2;2;;5;4;3;4;2;3;3;2;3;3;3;1996;Weiblich;;Ja;;;;;;;;;;;;;;;;;;Schweiz;;Matura;Studierend;;< 2000 CHF;;Bildung;06:00:00;09:45:00;16:30:00;24:00;48;222;;Nein;;Ja;7;Selten;7;6;6;5;4;5;4;4;6;;;4;4;7;7;7;6;7;6;;5;4;4;Motivierend;Zu viele Nachrichten;Nein;;SYS-005479;;Ja;411;;;;;;;;;;;;;;;;;;;
