"id","timePoint","studyGroup","treatment_now","carryover_ig","z_habit","z_intention","z_attitude","z_injnorm","z_descnorm","z_pbc","z_intrinsic_mot","z_planning","z_selfcontrol","trt","carry","habit_latent","intention_latent","attitude_latent","injnorm_latent","descnorm_latent","pbc_latent","intrinsic_mot_latent","perceived_comp_latent","perceived_choice_latent","extrinsic_mot_latent","planning_latent","selfcontrol_latent","zimo_discat_latent","zimo_enjoy_latent","zimo_risk_latent","age","gender","prior_app","income","age_c","female","male","income_low","income_med","income_high","age_25_50","rand_pa","pa_driver_small","weeklyMET_minutes","treat_phase_pa","vpa_share","mpa_share","lpa_share","share_sum","lpa_met_week","mpa_met_week","vpa_met_week","lpa_min_week","mpa_min_week","vpa_min_week","pa_light_days","pa_mod_days","pa_vig_days","pa_light_minutes","pa_mod_minutes","pa_vig_minutes","weeklyMET_minutes_check","rand_steps","steps_day","habit_1","habit_2","habit_3","habit_4","intention_1","intention_2","intention_3","attitude_1","attitude_2","attitude_3","attitude_4","attitude_5","norm_inj_1","norm_inj_2","norm_inj_3","norm_desc_1","norm_desc_2","norm_desc_3","pbc_1","pbc_2","pbc_3","pbc_4","intrinsic_mot_1","intrinsic_mot_2","intrinsic_mot_3","perceived_comp_1","perceived_comp_2","perceived_comp_3","perceived_choice_1","perceived_choice_2","perceived_choice_3","extrinsic_mot_1","extrinsic_mot_2","extrinsic_mot_3","action_planning_1","action_planning_2","action_planning_3","action_planning_4","self_control_1","self_control_2","self_control_3","motivational_comp_1","motivational_comp_2","motivational_comp_3","motivational_comp_4","bmzi_fitness","bmzi_health","bmzi_body","bmzi_social","bmzi_competition","bmzi_distraction","bmzi_aesthetics","zimo_discat5","zimo_enjoy1","zimo_enjoy2","zimo_enjoy3","zimo_risk1","zimo_risk2","zimo_risk3","app_use_prob","app_use_yesno","app_use_days","tam_usefulness_1","tam_usefulness_2","tam_usefulness_3","tam_ease_1","tam_ease_2","tam_ease_3","tam_enjoyment_1","tam_enjoyment_2","tam_enjoyment_3","tam_trust_1","tam_trust_2","tam_trust_3","tam_future_use_1","tam_future_use_2","tam_future_use_3"
163,"T1","IG",FALSE,FALSE,0.323204481536013,0.0517815247068363,-0.761509149790944,0.0717722922657709,-0.34259004181922,0.981433343477464,-1.37922696138617,0.559490883664173,-0.711099173664704,0,0,3.23792243320989,5.17025661265891,4.41460207317539,4.88411600729782,2.68250831502831,6.08359175023037,2.31520264149024,2.06009770890732,2.44934607624715,1.21108157664283,2.72045695734263,3.44177339129915,3.94570801603134,2.11933931371862,2.96313792402575,38,1,1,1,-2.27,1,0,1,0,0,1,-331.351930700613,11.9097547638821,89,0,0,0.197822798751295,0.802177201248705,1,71.3937709111348,17.6062290888652,0,23.7979236370449,3.52124581777304,0,1,0,0,24,NA,NA,72,-4709.56516051625,NA,4,4,4,4,6,3,4,3,5,4,5,3,4,5,5,3,3,3,6,6,5,5,2,3,3,2,3,3,2,3,2,1,NA,0,3,3,2,2,3,3,3,4,3,3,NA,5,4,2,4,4,2,2,4,2,2,2,3,3,4,0.721115178022863,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
164,"T1","CG",FALSE,FALSE,0.694010996949619,1.3368475876163,2.66664129160871,0.584481085585415,-0.462614552998056,1.29677197402704,1.43599290602397,1.34117470885966,-0.617100337120302,0,0,4.19037655017179,NA,8.52303815913931,4.61654760304649,3.76226678188594,6.32895084674862,4.65317877025292,4.05107219424331,3.10529134859263,1.59715345726284,3.69376814698768,2.75285120188577,4.2004400952841,3.85003434820061,3.62393142695985,55,1,0,1,14.73,1,0,1,0,0,0,160.431726918015,75.1197253446725,995,0,0.00453819533111528,0.231109915878624,0.764351888790261,1,760.53012934631,229.954366299231,4.5155043544597,253.510043115437,45.9908732598461,0.501722706051078,7,2,0,36,23,NA,986,3772.7000582077,NA,4,4,5,4,6,7,6,7,7,7,7,7,6,5,4,4,4,3,NA,6,5,6,4,4,4,4,4,4,3,3,3,2,2,NA,3,4,3,4,3,3,3,3,4,5,4,5,5,3,1,2,3,3,5,4,4,4,3,5,4,0.53742984534375,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
165,"T1","CG",FALSE,FALSE,-1.1764752732374,-1.02602336479552,0.236851287837921,0.523931019276532,1.53488953682481,-0.4687671732681,-0.180424723021924,0.21910407326506,-1.51518348279491,0,0,2.45552057696575,4.11140636473475,NA,5.06208507867228,5.7640199001832,3.15792174990545,3.21583258352083,3.25800735162381,3.01135761626032,1.71660882144733,2.84015474554644,1.95976569385132,3.71753423333973,3.07813418479215,3.19532113815244,70,1,0,1,29.73,1,0,1,0,0,0,-164.458628420474,-26.0490953837279,794,0,0.00571065009338781,0.23456357864663,0.759725771259982,1,603.222262380426,186.243481445424,4.53425617414992,201.074087460142,37.2486962890848,0.503806241572214,6,1,0,34,37,NA,797,450.280960799546,NA,2,3,2,3,3,5,5,4,6,5,6,6,6,6,6,6,5,5,4,4,2,4,2,4,3,3,4,3,2,2,3,1,2,2,3,3,3,4,2,2,2,3,3,3,3,4,3,5,4,1,3,4,3,2,3,2,4,3,3,0.53742984534375,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
166,"T1","CG",FALSE,FALSE,1.35161638780591,0.621352640611189,1.01828330414084,0.497134732790921,1.146528196903,0.357182927543496,-0.822726593948045,-0.36147271253553,-0.752739055406631,0,0,3.25712116352914,5.32938694497657,6.19320726525854,4.62192339955451,5.5714010625194,4.91019934871394,2.89198038177065,2.76273663313741,1.76700674417125,1.55888676148137,1.7959904720115,3.61233798844311,2.83006834466424,2.34713313236179,1.44961959138993,34,1,0,3,-6.27,1,0,0,0,1,1,-38.4095312339167,10.3667179893516,478,0,0,0.165682902764529,0.834317097235471,1,398.803572478555,79.1964275214449,0,132.934524159518,15.839285504289,0,4,1,0,33,16,NA,476,-820.376238049159,NA,NA,3,3,3,6,6,6,7,6,5,7,6,6,5,5,5,6,5,NA,4,4,5,3,3,2,3,3,3,2,2,2,1,2,2,3,1,2,2,5,NA,3,4,3,3,3,5,5,3,1,2,3,3,3,3,2,2,2,2,2,0.574442516811659,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
167,"T1","CG",FALSE,FALSE,0.0715595413254405,-0.139711892388552,1.34762588220963,1.30034989099108,1.09061712433911,-0.270466077375106,-0.670176442786027,-0.629184959306971,-1.1004752679258,0,0,3.01964940799863,5.04621428425019,7.2498182893684,5.91188291364501,5.17927211248533,4.97759409281842,3.23560913589731,3.30978131212701,3.3370577196295,NA,1.96637778548841,2.72778640223923,3.25696626742849,3.91982126053636,1.88717797736623,51,1,0,3,10.73,1,0,0,0,1,0,-56.7426435947065,8.57545012482133,671,0,0.0254488740954548,0.212006386071444,0.762544739833102,1,511.667520428011,142.256285053939,17.0761945180502,170.55584014267,28.4512570107877,1.89735494645002,5,1,0,34,28,NA,650,-1284.25636906676,NA,2,3,3,4,4,4,5,7,7,7,7,7,6,6,6,7,6,6,5,6,4,6,2,3,4,NA,4,3,3,4,4,1,2,1,2,3,2,2,3,2,3,2,3,3,3,4,5,4,2,2,2,2,3,5,4,3,2,3,2,0.46257015465625,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
168,"T1","CG",FALSE,FALSE,-0.254062954407509,1.17446799723788,1.1789168957902,1.53012492746917,1.25790471704614,0.503710891895349,1.0369967872498,-0.0258694264281722,-0.623175165180669,0,0,1.06969467929731,6.646942759847,6.33946099681854,6.18820897546032,6.41908787120328,5.1676795769899,4.11510608012669,3.84797821282838,3.7084062668462,NA,2.35266909957959,2.94077598644994,3.57071372188071,4.57363344801264,3.08352413618689,43,1,0,1,2.73,1,0,1,0,0,1,39.5050625299884,10.782308835797,652,0,0.000419915467500687,0.166475312355906,0.833104772176594,1,543.184311459139,108.541903656051,0.273784884810448,181.061437153046,21.7083807312101,0.0304205427567164,5,1,0,36,22,NA,650,1712.87481326915,NA,1,1,1,NA,6,7,6,5,7,7,7,7,6,7,NA,6,5,6,5,7,6,6,4,4,4,4,4,4,NA,3,4,2,3,2,3,3,3,3,2,3,3,4,4,3,4,3,4,3,3,2,4,NA,3,5,4,4,4,3,4,0.645656306225795,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
169,"T1","IG",FALSE,FALSE,-0.880537991431976,0.171947881711513,0.812748946917273,0.555752792145359,-1.09238649408899,-0.631517457593151,-1.92493389308432,0.0862450863320021,1.40414617026289,0,0,0.745422772550187,6.30377284699299,6.43905467437298,5.27207050115604,3.10388992532514,4.03072447519778,2.0222779680218,2.45974876107068,2.45553482083072,0.898032403139827,2.1794935490077,3.69754381846553,1.62924650495746,2.57751797298762,2.1946885888283,45,1,1,2,4.73,1,0,0,1,0,1,24.6539395840638,-32.4938713143318,415,0,0,0.223393939789385,0.776606060210615,1,322.291514987405,92.7084850125946,0,107.430504995802,18.5416970025189,0,3,1,0,36,19,NA,419,828.591545616041,NA,1,1,1,1,5,6,6,6,7,7,6,7,6,5,7,2,2,3,NA,4,4,4,2,2,1,2,3,NA,2,2,3,1,1,1,3,3,2,2,3,3,3,3,2,NA,2,4,4,3,1,3,2,2,1,3,2,3,2,2,1,0.721115178022863,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
170,"T1","CG",FALSE,FALSE,0.613591152194349,-0.718302976464783,-1.04548575222689,0.0648456899311534,0.522343358808524,-0.844404741323882,-0.283104875179107,-0.534299768941814,-1.41545264930805,0,0,1.64634138006187,3.46705578938453,3.75621365617121,4.44831905045003,5.02052432755753,3.82504593776367,2.4669991527921,3.19086645421127,2.11044638544265,1.78248451146636,1.81450698675748,2.60097141213848,2.66314609637632,4.07503162366692,3.19509964284733,49,1,1,2,8.73,1,0,0,1,0,1,-114.233190121618,-47.5285390418225,395,0,0,0.225102982800454,0.774897017199546,1,306.084321793821,88.9156782061793,0,102.028107264607,17.7831356412359,0,3,1,0,34,18,NA,396,-244.489778303002,NA,2,2,1,2,3,3,3,4,4,4,4,NA,NA,4,4,4,4,6,5,4,4,4,3,2,NA,3,3,2,2,2,2,2,NA,2,2,1,2,2,NA,1,3,3,3,3,3,NA,4,2,4,3,NA,3,3,4,3,4,4,3,3,0.721115178022863,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
171,"T1","CG",FALSE,FALSE,1.28867116625604,1.05102245026513,0.960498569222771,-1.10976700382277,-1.5453573574906,-0.510904976222093,0.395128691477668,-0.093198479761085,0.741127681987935,0,0,2.40829693001296,6.67474981959465,6.3599734943329,1.89557466124492,1.63243524176619,3.95075621614135,3.33034865637084,3.16516568478677,3.04896792746479,2.86808867136118,1.89340730539118,3.85561769223742,4.2867042840304,3.65890191431684,2.73171659642771,38,0,1,2,-2.27,0,1,0,1,0,1,113.08957546932,9.87508584548531,1091,0,0.0130091895628721,0.186562308948487,0.800428501488641,1,873.267495124107,203.539479062799,14.1930258130934,291.089165041369,40.7078958125599,1.57700286812149,7,2,0,42,20,NA,1082,-2639.16611482558,NA,2,2,4,2,6,7,6,7,6,NA,6,6,2,1,1,2,3,3,5,3,5,4,3,4,3,2,3,3,3,3,4,3,2,1,2,1,2,1,3,4,3,3,4,3,3,NA,5,2,1,2,3,3,5,4,3,4,2,3,4,0.598687660112452,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
172,"T1","IG",FALSE,FALSE,-1.92853605166933,-1.90034900955426,-0.317057389759491,-2.03695162490462,-1.56983052561423,-0.90997557632964,-0.184906367585078,-0.810148628056541,0.0555513222156396,0,0,0.713561885650969,2.51483838527664,6.01068653540655,0.959338876247115,1.94876720357056,2.81841354579169,3.2791355802491,2.58432920615511,3.21964561682549,1.9533768088132,1.33083650867471,3.30757828925702,2.32925722803848,2.47678734794664,0.77492936978542,27,1,0,2,-13.27,1,0,0,1,0,1,256.91153527855,-70.4627906019024,888,0,0.0164207456912845,0.202223417200148,0.781355837108567,1,693.843983352408,179.574394473732,14.5816221738607,231.281327784136,35.9148788947463,1.62018024154007,7,1,0,33,36,NA,873,1626.6303109497,NA,1,1,1,1,3,3,3,7,5,6,6,5,1,1,1,2,2,2,3,2,2,3,3,3,3,3,3,3,3,3,3,1,3,2,NA,2,1,2,3,4,3,4,3,3,3,5,4,1,3,NA,3,4,2,2,3,2,1,1,1,0.645656306225795,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
173,"T1","IG",FALSE,FALSE,-0.0785586436368995,-0.660858281921666,-0.0237417282497255,-0.963782603864468,-0.549216961554396,0.700963512118438,-0.951090271832448,-0.568920314063567,-1.28324152957272,0,0,2.69178266728631,4.35529574190772,5.68926180008773,3.76056118422176,2.89551622099851,NA,3.24091788841213,2.32661869731575,3.47286908946265,1.17737068683078,1.48473068039141,2.56802858059184,2.4068478501987,4.7479212620239,3.89980023483152,58,0,0,2,17.73,0,1,0,1,0,0,-390.021390521568,5.98311098055615,0,0,0,0.184907237254083,0.815092762745917,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,439.832685590432,NA,3,4,3,3,4,5,4,6,6,6,7,5,4,4,4,2,2,4,5,6,6,6,3,3,4,2,3,2,3,3,4,1,2,1,2,NA,2,2,3,2,3,2,3,NA,4,4,4,5,4,NA,4,3,3,4,5,5,4,3,4,0.401312339887548,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
174,"T1","IG",FALSE,FALSE,-0.616266997392022,0.0838132603336195,-0.454605855119471,-0.68202410693663,-0.0836147942084887,-0.939454381089739,-0.454818308746639,-1.61936079053044,-0.969132970886763,0,0,1.68928280860985,4.4210496912835,5.6980178892025,2.93436342942627,4.36615794940829,3.4100006231757,2.81882990241302,3.25320971220349,3.61395847443243,1.78794286130164,1.14345151130504,2.57052302549454,4.15527028192761,3.16776414239668,1.49785578277396,28,1,0,3,-12.27,1,0,0,0,1,1,293.140233978325,-35.9344949082591,1168,0,0.00969026527600363,0.228190391361713,0.762119343362283,1,890.155393047147,266.526377110481,11.3182298423722,296.718464349049,53.3052754220962,1.25758109359692,7,2,0,42,27,NA,1152,558.508392461621,NA,2,2,3,2,5,4,3,5,5,6,6,7,2,3,4,5,4,4,4,4,3,4,3,4,3,3,3,3,4,3,3,2,3,1,1,1,1,1,3,3,3,3,3,3,3,4,4,3,3,1,2,5,4,4,3,3,1,1,1,0.574442516811659,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
175,"T1","IG",FALSE,FALSE,-2.87471401355594,-1.12259464921809,-1.4680352011801,-1.28341282848967,-0.579641836940647,-1.71227375172784,-0.946329654321543,-0.253479011631526,-0.673646856910931,0,0,-1.45070665260719,3.12537460272141,4.4056821495252,2.82166637020336,3.13088558415567,2.15990914612485,3.03885853048954,3.20417450253168,2.73765234504347,0.656772009426739,2.260808752666,2.76067875443072,3.30935169281514,2.6063492590128,3.26923985830447,30,1,0,3,-10.27,1,0,0,0,1,1,156.793918074059,-102.991319844338,327,0,0,0.18536970153451,0.81463029846549,1,266.384107598215,60.6158924017847,0,88.7947025327384,12.1231784803569,0,3,0,0,30,NA,NA,270,-2777.00303610228,NA,1,1,1,1,2,4,3,4,5,4,4,4,3,2,3,4,NA,4,1,3,1,2,2,3,3,3,4,3,2,2,NA,0,0,1,2,NA,NA,3,3,2,3,3,2,4,3,NA,4,4,3,2,5,3,4,3,4,2,3,3,2,0.574442516811659,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
176,"T1","CG",FALSE,FALSE,1.13465669615977,-0.457293415169299,-0.0435643293897398,0.567269171121092,0.0848767594116364,1.05789523670753,0.433631512200138,0.841132188951642,0.33825299297185,0,0,3.51186951421372,3.52410080098647,5.47707124590708,4.81778500383823,4.50159970543427,5.62012279146892,3.87062924248923,3.59475993086218,2.76782118922223,1.12997241972678,3.15623199939332,3.71978139079113,4.84784855253547,3.80058748784361,3.72422018109981,51,1,0,1,10.73,1,0,1,0,0,0,122.666536524191,12.0160773621956,543,0,0,0.222057940587401,0.777942059412599,1,422.422538261041,120.577461738959,0,140.80751275368,24.1154923477918,0,4,1,0,35,24,NA,540,280.407125753193,NA,3,4,4,4,4,4,3,5,6,6,4,5,5,6,6,6,5,5,6,6,5,6,4,3,3,4,NA,3,3,3,3,1,1,2,3,3,4,NA,4,3,4,4,3,3,3,NA,4,1,3,2,3,5,5,3,4,5,4,4,3,0.53742984534375,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
177,"T1","CG",FALSE,FALSE,-0.308784822139508,-0.851361492512502,-1.0637392095452,-0.888613875967027,1.31740125101077,-0.311929981294946,-1.34899457385328,-0.0902753747587485,-0.551464638845084,0,0,0.716720772453292,3.92391162250707,3.45736286749671,3.21829372557696,4.42500361768668,4.46279679099919,1.60738611007274,2.18868643243113,3.21234307439442,1.32312903094924,2.55566745681862,2.7189637360711,1.74044051284078,1.81752888735171,3.88839930970246,49,0,0,2,8.73,0,1,0,1,0,1,-418.030235504294,-60.1695767395382,206,0,0,0.20388504197821,0.79611495802179,1,163.999681352489,42.0003186475113,0,54.6665604508296,8.40006372950226,0,2,0,0,27,NA,NA,162,-1725.35863077683,NA,1,1,1,2,4,5,3,4,4,5,4,4,2,3,4,4,4,5,5,5,4,5,2,1,2,3,2,2,3,3,4,NA,2,0,NA,3,2,NA,2,3,3,1,3,2,2,4,3,2,2,3,3,4,2,1,2,1,2,5,4,0.51249739648421,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
178,"T1","IG",FALSE,FALSE,0.689078624436615,-1.18812019274436,-0.446476983246851,-1.27003972972953,-1.38075774434667,-0.741274724605703,0.234414175164582,-1.16863846103042,0.262302438691759,0,0,1.21889094880238,3.69951672852988,4.96492557763281,3.84156110804923,2.44914011901162,3.92638031367788,3.60868838802732,3.14909038806895,3.61506361741554,0.601502054717876,1.44420765231871,2.86071709065002,3.47633531086024,4.26030067179144,2.41353698956958,30,1,0,1,-10.27,1,0,1,0,0,1,23.3486064549845,-36.5570392422332,599,0,0,0.17952914737165,0.82047085262835,1,491.462040724382,107.537959275618,0,163.820680241461,21.5075918551236,0,5,1,0,33,22,NA,605,-4783.00084451053,NA,1,1,1,1,NA,4,5,NA,5,5,4,5,3,4,4,2,3,1,4,4,2,4,4,4,3,3,4,4,3,NA,4,0,1,2,2,1,1,2,2,4,3,3,4,4,3,4,4,4,3,NA,2,1,3,5,5,3,2,3,2,0.645656306225795,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
179,"T1","CG",FALSE,FALSE,1.02900180938189,-0.646314835094677,-0.836227740405071,-1.02242853993483,0.358052670137562,1.03248010408241,0.117891183158131,0.357819336974553,-0.409904806025591,0,0,2.6865334643363,4.07066653508449,4.29906578049357,2.14393328192117,3.77285237410245,5.91461436372369,3.37754555354422,2.95146276944245,3.56605938951806,0.766265135412732,2.72512735598487,2.83059808605843,2.789354811875,2.78625318235027,2.21612279115928,53,0,1,1,12.73,0,1,1,0,0,0,-292.141976915237,3.13870109872669,345,0,0,0.192425072211772,0.807574927788228,1,278.613350086939,66.3866499130614,0,92.8711166956462,13.2773299826123,0,3,1,0,31,13,NA,344,5522.04420439812,NA,3,3,NA,NA,4,5,3,4,5,4,4,5,2,4,3,3,6,3,6,7,7,6,3,4,3,3,3,3,4,4,4,1,0,2,3,2,3,3,4,3,3,3,3,2,3,5,4,3,2,2,2,4,2,2,2,3,1,2,3,0.48750260351579,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
180,"T1","IG",FALSE,FALSE,-1.02195635163152,-0.299696996544829,0.631284473373955,1.50593180312933,-0.907028738009351,0.797072303200967,-0.286222149344635,-1.05917940864856,-2.23910031106811,0,0,0.717128574703196,4.12963831634179,5.44440493598166,6.7959386756117,2.99520412906285,6.05792745374505,3.179312501435,3.10383012367527,3.31260540167088,2.01522945114655,1.53686390519156,1.83638231997362,4.32388579512578,3.52435426454526,2.13228729424616,58,0,0,3,17.73,0,1,0,0,1,0,-341.996421985612,-25.0943778278442,216,0,0,0.225906484313309,0.774093515686691,1,167.204199388325,48.7958006116748,0,55.7347331294417,9.75916012233496,0,2,0,0,28,NA,NA,168,1471.07235729544,NA,NA,1,1,1,3,5,3,6,6,6,6,4,NA,7,7,4,NA,2,7,6,6,6,4,4,3,3,3,3,4,3,4,3,2,1,1,2,NA,1,2,3,1,3,3,3,3,5,5,2,2,1,1,3,4,3,4,3,2,3,2,0.331812227831834,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
181,"T1","IG",FALSE,FALSE,0.45364268798741,0.656984402734168,1.14951328909322,1.66215989295835,0.0671359166846626,0.758248508767585,-0.151449497085997,0.629292329653378,0.188378107699371,0,0,1.70886959102243,6.15435319025026,5.55436469189784,6.4334379062615,4.50528248504187,5.27102581261216,3.84876147266052,NA,1.92244085548349,1.84258671120018,2.76243879588082,3.25673681565286,6.13785093836253,2.03403487343524,1.86179960190897,50,1,0,3,9.73,1,0,0,0,1,1,160.891685688735,12.1422094422995,712,0,0.0092921990621835,0.217870539147407,0.77283726179041,1,550.260130394772,155.123823872954,6.61604573227465,183.420043464924,31.0247647745907,0.735116192474961,5,1,0,37,31,NA,710,-881.836809957564,NA,1,2,2,1,6,6,7,NA,6,6,5,5,5,6,7,4,3,6,5,7,5,4,4,4,3,2,2,3,2,NA,3,2,2,3,3,2,3,3,3,4,4,3,3,NA,4,5,5,2,3,3,5,1,5,2,2,2,2,2,2,0.574442516811659,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
182,"T1","IG",FALSE,FALSE,-0.813240584790396,-0.208088474547387,0.225073952754774,-0.646746902435046,-1.02486098917318,-1.00125382770605,0.593456844816371,1.27384525872498,-1.72600159840484,0,0,-0.506968537840853,5.30329321304393,4.63076500227832,3.52620544601881,2.433719184477,NA,3.08969829106443,3.69007532637855,NA,1.92853896310387,3.20511248007895,1.69002987366956,3.37313395814168,2.61443510349581,3.20381746940415,42,0,0,2,1.73,0,1,0,1,0,1,-635.283117044023,-51.7578079703478,0,0,0,0.232360507026315,0.767639492973685,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,134.068279912562,NA,1,1,1,1,4,4,6,5,4,4,5,5,NA,4,4,2,3,2,4,NA,4,3,3,3,3,4,4,4,4,3,3,2,2,2,3,3,4,3,1,2,1,4,3,3,3,4,4,4,3,1,3,2,3,3,2,2,2,3,3,0.51249739648421,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
183,"T1","IG",FALSE,FALSE,-0.536754579894632,0.0495654226532845,1.76855936363188,1.73329390598899,0.372592239340606,-0.0391582810915446,0.344966172173663,-0.507350328189643,1.22288199881961,0,0,1.19104657916567,4.89362350658766,7.01900005342058,5.85339691720762,4.44399845152236,4.12638628953321,3.95587039707166,3.75394166181517,2.89992439790145,1.50140520700815,1.67254266541565,3.69551785275818,1.89644855782181,4.92406536863157,4.50016368756684,40,0,1,1,-0.270000000000003,0,1,1,0,0,1,13.9142887011452,-17.9196493864707,891,0,0.0232402444258332,0.235586016327143,0.741173739247024,1,660.385801669098,209.907140547484,20.7070577834174,220.128600556366,41.9814281094968,2.30078419815749,6,2,0,37,21,NA,876,-1189.08577843947,NA,2,2,1,1,4,3,4,7,7,7,7,NA,6,6,6,6,3,4,3,2,5,4,4,4,4,4,3,NA,2,4,3,2,1,1,1,2,2,2,3,3,4,5,4,3,4,5,5,2,1,1,4,2,2,5,5,5,5,5,5,0.598687660112452,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
184,"T1","IG",FALSE,FALSE,0.344276604756834,-1.65025119244152,-0.762970373664755,-1.14485450948916,0.432267465642824,0.2710871781497,-0.557631412154092,-0.193362929161074,-1.06299377734214,0,0,2.93371025868873,3.86714423267278,4.80805877876896,3.38881752677322,3.76288105480259,5.20164191602006,2.39162131142493,3.07766276009671,2.99398936787891,2.69576303947108,1.17145754170848,3.01278766543223,3.03210598776929,2.72861912690068,2.63834743430542,52,1,0,3,11.73,1,0,0,0,1,0,-256.685928568842,-13.6367514926214,673,0,0.00473729689372703,0.239223114121705,0.756039588984568,1,508.814643386614,160.997155803908,3.18820080947829,169.604881128871,32.1994311607815,0.354244534386477,5,1,0,34,32,NA,670,1348.68181180416,NA,4,2,3,3,3,3,3,4,NA,5,4,4,NA,3,3,4,4,NA,4,5,4,5,3,3,2,2,3,3,2,3,3,3,3,3,1,1,1,1,2,4,3,4,3,3,3,NA,4,5,2,1,5,2,3,3,2,3,4,2,2,0.46257015465625,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
185,"T1","CG",FALSE,FALSE,1.11945066035991,0.108144185810585,0.12790355527808,-0.19069459484242,1.81907466317292,-0.0772810369214057,1.72993814213731,0.303643619320474,-0.730060027678476,0,0,3.93700843977517,4.34991899813669,4.2347281181242,4.2281701720545,5.76322528964366,5.39719618422183,4.82124016120231,3.27647713859238,3.70604382279446,1.57966890708359,3.00808863150779,2.95406346615965,3.25751506494508,3.83698421093498,2.57771487754818,56,1,0,1,15.73,1,0,1,0,0,0,245.012619051087,36.405867583596,610,0,0,0.203956790771335,0.796043209228665,1,485.586357629485,124.413642370515,0,161.862119209828,24.8827284741029,0,5,1,0,32,25,NA,605,-3395.11645346485,NA,4,4,4,4,5,NA,4,6,NA,4,4,4,5,5,4,5,6,6,6,4,7,5,4,4,4,4,2,3,4,3,3,2,2,2,2,2,3,3,2,3,3,4,3,3,4,4,4,2,2,3,4,4,4,3,3,3,2,2,1,0.53742984534375,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
186,"T1","CG",FALSE,FALSE,0.754372797267589,-0.430702947218385,-1.73260253171903,-2.41508659161856,-0.67704486261286,0.229306804584052,1.66898966020565,1.1633917230686,-0.626194242873921,0,0,4.30028151243162,4.91053472961827,3.87968545465393,1.41300001727087,2.06179183012934,5.62271642045067,4.96705232824299,3.98594089139919,3.6274812925083,1.97140214871982,3.54448021776408,2.41482063038807,3.97527808479451,4.41068056092819,3.78557566931072,31,0,0,3,-9.27,0,1,0,0,1,1,-53.4054900852951,51.4321508896413,619,0,0,0.192562543991953,0.807437456008047,1,499.803785268981,119.196214731019,0,166.601261756327,23.8392429462038,0,5,1,0,33,24,NA,615,2552.30515281974,NA,5,5,4,5,6,4,5,3,3,3,3,4,4,1,2,3,1,2,5,4,5,5,4,4,4,4,4,4,4,4,4,2,2,2,4,3,4,3,2,1,2,3,3,4,4,4,4,3,NA,1,2,4,5,4,4,4,5,4,4,0.437823499114202,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
